dep;week;P;T;cl_age90;pop
80;2021-S02;128;1320;79;47445
80;2021-S02;113;942;89;26365
80;2021-S02;84;563;90;7309
80;2021-S02;1605;17408;0;569769
80;2021-S03;49;682;09;63540
80;2021-S03;182;2679;19;74671
80;2021-S03;203;2873;29;67500
80;2021-S03;215;2870;39;67453
80;2021-S03;215;2665;49;71182
80;2021-S03;211;2427;59;73570
80;2021-S03;151;1806;69;70734
80;2021-S03;136;1402;79;47445
80;2021-S03;89;978;89;26365
80;2021-S03;55;450;90;7309
80;2021-S03;1506;18834;0;569769
81;2020-S21;0;56;09;39182
81;2020-S21;0;81;19;45691
81;2020-S21;1;140;29;33077
81;2020-S21;0;196;39;41434
81;2020-S21;0;187;49;48581
81;2020-S21;0;225;59;53768
81;2020-S21;0;153;69;53163
81;2020-S21;0;154;79;39537
81;2020-S21;1;240;89;25720
81;2020-S21;2;223;90;7745
81;2020-S21;5;1656;0;387898
81;2020-S22;0;59;09;39182
81;2020-S22;0;93;19;45691
81;2020-S22;0;170;29;33077
81;2020-S22;1;184;39;41434
81;2020-S22;0;186;49;48581
81;2020-S22;0;186;59;53768
81;2020-S22;0;137;69;53163
81;2020-S22;0;144;79;39537
81;2020-S22;1;170;89;25720
81;2020-S22;0;115;90;7745
81;2020-S22;2;1444;0;387898
81;2020-S23;0;36;09;39182
81;2020-S23;0;68;19;45691
81;2020-S23;0;132;29;33077
81;2020-S23;3;141;39;41434
81;2020-S23;0;128;49;48581
81;2020-S23;0;140;59;53768
81;2020-S23;0;119;69;53163
81;2020-S23;0;116;79;39537
81;2020-S23;0;153;89;25720
81;2020-S23;0;131;90;7745
81;2020-S23;3;1164;0;387898
81;2020-S24;0;30;09;39182
81;2020-S24;0;77;19;45691
81;2020-S24;0;124;29;33077
81;2020-S24;0;173;39;41434
81;2020-S24;0;144;49;48581
81;2020-S24;0;190;59;53768
81;2020-S24;0;209;69;53163
81;2020-S24;0;198;79;39537
81;2020-S24;1;199;89;25720
81;2020-S24;0;118;90;7745
81;2020-S24;1;1462;0;387898
81;2020-S25;0;31;09;39182
81;2020-S25;0;66;19;45691
81;2020-S25;1;120;29;33077
81;2020-S25;0;124;39;41434
81;2020-S25;0;115;49;48581
81;2020-S25;0;127;59;53768
81;2020-S25;1;167;69;53163
81;2020-S25;0;135;79;39537
81;2020-S25;0;108;89;25720
81;2020-S25;0;74;90;7745
81;2020-S25;2;1067;0;387898
81;2020-S26;0;47;09;39182
81;2020-S26;0;79;19;45691
81;2020-S26;1;114;29;33077
81;2020-S26;0;107;39;41434
81;2020-S26;0;87;49;48581
81;2020-S26;0;104;59;53768
81;2020-S26;0;121;69;53163
81;2020-S26;0;129;79;39537
81;2020-S26;1;130;89;25720
81;2020-S26;0;74;90;7745
81;2020-S26;2;992;0;387898
81;2020-S27;0;39;09;39182
81;2020-S27;0;88;19;45691
81;2020-S27;0;125;29;33077
81;2020-S27;0;122;39;41434
81;2020-S27;0;119;49;48581
81;2020-S27;1;146;59;53768
81;2020-S27;0;116;69;53163
81;2020-S27;0;92;79;39537
81;2020-S27;0;94;89;25720
81;2020-S27;0;59;90;7745
81;2020-S27;2;1001;0;387898
81;2020-S28;0;63;09;39182
81;2020-S28;0;97;19;45691
81;2020-S28;0;131;29;33077
81;2020-S28;0;125;39;41434
81;2020-S28;1;117;49;48581
81;2020-S28;0;119;59;53768
81;2020-S28;0;108;69;53163
81;2020-S28;0;90;79;39537
81;2020-S28;0;100;89;25720
81;2020-S28;0;34;90;7745
81;2020-S28;1;984;0;387898
81;2020-S29;1;72;09;39182
81;2020-S29;2;100;19;45691
81;2020-S29;0;150;29;33077
81;2020-S29;0;158;39;41434
81;2020-S29;2;114;49;48581
81;2020-S29;2;119;59;53768
81;2020-S29;1;109;69;53163
81;2020-S29;1;102;79;39537
81;2020-S29;1;91;89;25720
81;2020-S29;0;50;90;7745
81;2020-S29;10;1065;0;387898
81;2020-S30;0;69;09;39182
81;2020-S30;0;167;19;45691
81;2020-S30;1;168;29;33077
81;2020-S30;0;216;39;41434
81;2020-S30;3;195;49;48581
81;2020-S30;1;222;59;53768
81;2020-S30;1;158;69;53163
81;2020-S30;0;120;79;39537
81;2020-S30;1;141;89;25720
81;2020-S30;1;110;90;7745
81;2020-S30;8;1566;0;387898
81;2020-S31;1;124;09;39182
81;2020-S31;0;211;19;45691
81;2020-S31;3;282;29;33077
81;2020-S31;5;302;39;41434
81;2020-S31;4;244;49;48581
81;2020-S31;2;241;59;53768
81;2020-S31;0;216;69;53163
81;2020-S31;3;184;79;39537
81;2020-S31;1;168;89;25720
81;2020-S31;0;119;90;7745
81;2020-S31;19;2093;0;387898
81;2020-S32;1;111;09;39182
81;2020-S32;2;244;19;45691
81;2020-S32;9;389;29;33077
81;2020-S32;6;340;39;41434
81;2020-S32;5;313;49;48581
81;2020-S32;4;309;59;53768
81;2020-S32;4;233;69;53163
81;2020-S32;4;209;79;39537
81;2020-S32;1;155;89;25720
81;2020-S32;0;90;90;7745
81;2020-S32;36;2394;0;387898
81;2020-S33;4;129;09;39182
81;2020-S33;8;358;19;45691
81;2020-S33;30;523;29;33077
81;2020-S33;14;445;39;41434
81;2020-S33;15;347;49;48581
81;2020-S33;5;357;59;53768
81;2020-S33;3;263;69;53163
81;2020-S33;0;227;79;39537
81;2020-S33;0;166;89;25720
81;2020-S33;0;89;90;7745
81;2020-S33;79;2907;0;387898
81;2020-S34;8;120;09;39182
81;2020-S34;13;432;19;45691
81;2020-S34;34;677;29;33077
81;2020-S34;27;510;39;41434
81;2020-S34;16;469;49;48581
81;2020-S34;20;462;59;53768
81;2020-S34;13;358;69;53163
81;2020-S34;5;307;79;39537
81;2020-S34;3;349;89;25720
81;2020-S34;0;177;90;7745
81;2020-S34;139;3861;0;387898
81;2020-S35;1;147;09;39182
81;2020-S35;16;619;19;45691
81;2020-S35;53;941;29;33077
81;2020-S35;18;812;39;41434
81;2020-S35;15;930;49;48581
81;2020-S35;21;865;59;53768
81;2020-S35;10;624;69;53163
81;2020-S35;3;453;79;39537
81;2020-S35;5;348;89;25720
81;2020-S35;1;239;90;7745
81;2020-S35;143;5980;0;387898
81;2020-S36;6;177;09;39182
81;2020-S36;40;726;19;45691
81;2020-S36;40;1114;29;33077
81;2020-S36;31;1018;39;41434
81;2020-S36;23;1101;49;48581
81;2020-S36;14;1038;59;53768
81;2020-S36;12;657;69;53163
81;2020-S36;8;501;79;39537
81;2020-S36;5;390;89;25720
81;2020-S36;1;274;90;7745
81;2020-S36;180;7004;0;387898
81;2020-S37;10;439;09;39182
81;2020-S37;51;867;19;45691
81;2020-S37;82;1055;29;33077
81;2020-S37;39;1000;39;41434
81;2020-S37;44;975;49;48581
81;2020-S37;32;906;59;53768
81;2020-S37;13;560;69;53163
81;2020-S37;9;421;79;39537
81;2020-S37;10;419;89;25720
81;2020-S37;10;297;90;7745
81;2020-S37;300;6941;0;387898
81;2020-S38;15;397;09;39182
81;2020-S38;68;1009;19;45691
81;2020-S38;79;1118;29;33077
81;2020-S38;45;1115;39;41434
81;2020-S38;41;1153;49;48581
81;2020-S38;50;942;59;53768
81;2020-S38;22;533;69;53163
81;2020-S38;15;416;79;39537
81;2020-S38;14;592;89;25720
81;2020-S38;7;556;90;7745
81;2020-S38;356;7838;0;387898
81;2020-S39;8;173;09;39182
81;2020-S39;68;845;19;45691
81;2020-S39;97;969;29;33077
81;2020-S39;43;822;39;41434
81;2020-S39;61;959;49;48581
81;2020-S39;46;899;59;53768
81;2020-S39;29;537;69;53163
81;2020-S39;15;353;79;39537
81;2020-S39;19;435;89;25720
81;2020-S39;9;361;90;7745
81;2020-S39;395;6356;0;387898
81;2020-S40;6;95;09;39182
81;2020-S40;75;837;19;45691
81;2020-S40;115;997;29;33077
81;2020-S40;46;750;39;41434
81;2020-S40;63;953;49;48581
81;2020-S40;60;890;59;53768
81;2020-S40;47;559;69;53163
81;2020-S40;34;387;79;39537
81;2020-S40;30;616;89;25720
81;2020-S40;13;499;90;7745
81;2020-S40;489;6583;0;387898
81;2020-S41;11;119;09;39182
81;2020-S41;98;983;19;45691
81;2020-S41;137;1031;29;33077
81;2020-S41;97;884;39;41434
81;2020-S41;108;1033;49;48581
81;2020-S41;150;1036;59;53768
81;2020-S41;67;574;69;53163
81;2020-S41;64;457;79;39537
81;2020-S41;38;567;89;25720
81;2020-S41;15;403;90;7745
81;2020-S41;786;7092;0;387898
81;2020-S42;9;147;09;39182
81;2020-S42;144;1290;19;45691
81;2020-S42;168;1209;29;33077
81;2020-S42;134;1104;39;41434
81;2020-S42;166;1319;49;48581
81;2020-S42;148;1204;59;53768
81;2020-S42;124;716;69;53163
81;2020-S42;79;506;79;39537
81;2020-S42;54;507;89;25720
81;2020-S42;28;381;90;7745
81;2020-S42;1054;8387;0;387898
81;2020-S43;13;148;09;39182
81;2020-S43;151;1051;19;45691
81;2020-S43;218;1340;29;33077
81;2020-S43;213;1380;39;41434
81;2020-S43;263;1515;49;48581
81;2020-S43;265;1469;59;53768
81;2020-S43;159;865;69;53163
81;2020-S43;126;682;79;39537
81;2020-S43;130;882;89;25720
81;2020-S43;105;778;90;7745
81;2020-S43;1643;10125;0;387898
81;2020-S44;23;184;09;39182
81;2020-S44;180;1058;19;45691
81;2020-S44;193;1479;29;33077
81;2020-S44;221;1606;39;41434
81;2020-S44;321;1852;49;48581
81;2020-S44;271;1772;59;53768
81;2020-S44;208;1200;69;53163
81;2020-S44;125;827;79;39537
81;2020-S44;123;1005;89;25720
81;2020-S44;82;839;90;7745
81;2020-S44;1747;11832;0;387898
81;2020-S45;35;218;09;39182
81;2020-S45;198;1178;19;45691
81;2020-S45;167;1361;29;33077
81;2020-S45;206;1542;39;41434
81;2020-S45;228;1834;49;48581
81;2020-S45;256;1871;59;53768
81;2020-S45;189;1185;69;53163
81;2020-S45;158;970;79;39537
81;2020-S45;122;1227;89;25720
81;2020-S45;96;1074;90;7745
81;2020-S45;1655;12464;0;387898
81;2020-S46;26;172;09;39182
81;2020-S46;100;1169;19;45691
81;2020-S46;99;1087;29;33077
81;2020-S46;91;1177;39;41434
81;2020-S46;114;1415;49;48581
81;2020-S46;103;1444;59;53768
81;2020-S46;91;975;69;53163
81;2020-S46;99;791;79;39537
81;2020-S46;101;940;89;25720
81;2020-S46;67;843;90;7745
81;2020-S46;891;10015;0;387898
81;2020-S47;5;128;09;39182
81;2020-S47;40;773;19;45691
81;2020-S47;47;846;29;33077
81;2020-S47;66;918;39;41434
81;2020-S47;74;1046;49;48581
81;2020-S47;66;1137;59;53768
81;2020-S47;54;775;69;53163
81;2020-S47;40;658;79;39537
81;2020-S47;66;752;89;25720
81;2020-S47;41;627;90;7745
81;2020-S47;500;7668;0;387898
81;2020-S48;12;129;09;39182
81;2020-S48;46;568;19;45691
81;2020-S48;33;691;29;33077
81;2020-S48;44;752;39;41434
81;2020-S48;49;918;49;48581
81;2020-S48;61;935;59;53768
81;2020-S48;52;695;69;53163
81;2020-S48;33;603;79;39537
81;2020-S48;42;696;89;25720
81;2020-S48;33;584;90;7745
81;2020-S48;407;6575;0;387898
81;2020-S49;7;98;09;39182
81;2020-S49;37;491;19;45691
81;2020-S49;34;682;29;33077
81;2020-S49;38;683;39;41434
81;2020-S49;37;837;49;48581
81;2020-S49;52;929;59;53768
81;2020-S49;41;676;69;53163
81;2020-S49;25;570;79;39537
81;2020-S49;66;689;89;25720
81;2020-S49;52;504;90;7745
81;2020-S49;389;6162;0;387898
81;2020-S50;2;100;09;39182
81;2020-S50;29;529;19;45691
81;2020-S50;47;776;29;33077
81;2020-S50;48;796;39;41434
81;2020-S50;54;895;49;48581
81;2020-S50;55;1018;59;53768
81;2020-S50;29;790;69;53163
81;2020-S50;21;589;79;39537
81;2020-S50;49;753;89;25720
81;2020-S50;34;587;90;7745
81;2020-S50;368;6839;0;387898
81;2020-S51;17;188;09;39182
81;2020-S51;34;834;19;45691
81;2020-S51;42;1117;29;33077
81;2020-S51;54;1256;39;41434
81;2020-S51;79;1490;49;48581
81;2020-S51;81;1461;59;53768
81;2020-S51;45;1146;69;53163
81;2020-S51;37;809;79;39537
81;2020-S51;46;816;89;25720
81;2020-S51;38;591;90;7745
81;2020-S51;474;9714;0;387898
81;2020-S52;6;258;09;39182
81;2020-S52;32;1317;19;45691
81;2020-S52;52;1617;29;33077
81;2020-S52;69;1844;39;41434
81;2020-S52;66;2050;49;48581
81;2020-S52;74;1938;59;53768
81;2020-S52;54;1482;69;53163
81;2020-S52;54;1004;79;39537
81;2020-S52;53;705;89;25720
81;2020-S52;48;509;90;7745
81;2020-S52;508;12735;0;387898
81;2020-S53;13;136;09;39182
81;2020-S53;63;822;19;45691
81;2020-S53;71;1275;29;33077
81;2020-S53;83;1134;39;41434
81;2020-S53;83;1232;49;48581
81;2020-S53;67;1308;59;53768
81;2020-S53;88;1091;69;53163
81;2020-S53;58;775;79;39537
81;2020-S53;47;646;89;25720
81;2020-S53;49;497;90;7745
81;2020-S53;622;8918;0;387898
81;2021-S01;13;145;09;39182
81;2021-S01;74;928;19;45691
81;2021-S01;88;1467;29;33077
81;2021-S01;91;1506;39;41434
81;2021-S01;117;1676;49;48581
81;2021-S01;119;1804;59;53768
81;2021-S01;68;1172;69;53163
81;2021-S01;49;881;79;39537
81;2021-S01;59;889;89;25720
81;2021-S01;46;590;90;7745
81;2021-S01;724;11059;0;387898
81;2021-S02;21;179;09;39182
81;2021-S02;109;1077;19;45691
81;2021-S02;134;1287;29;33077
81;2021-S02;120;1383;39;41434
81;2021-S02;132;1544;49;48581
81;2021-S02;119;1573;59;53768
81;2021-S02;74;1120;69;53163
81;2021-S02;55;944;79;39537
81;2021-S02;119;999;89;25720
81;2021-S02;135;809;90;7745
81;2021-S02;1018;10916;0;387898
81;2021-S03;41;328;09;39182
81;2021-S03;126;1410;19;45691
81;2021-S03;110;1425;29;33077
81;2021-S03;130;1557;39;41434
81;2021-S03;181;1781;49;48581
81;2021-S03;154;1712;59;53768
81;2021-S03;104;1171;69;53163
81;2021-S03;84;924;79;39537
81;2021-S03;107;972;89;25720
81;2021-S03;99;852;90;7745
81;2021-S03;1136;12136;0;387898
82;2020-S21;0;44;09;30151
82;2020-S21;0;52;19;33408
82;2020-S21;1;85;29;22971
82;2020-S21;0;107;39;30052
82;2020-S21;1;135;49;35032
82;2020-S21;1;157;59;35322
82;2020-S21;1;79;69;33551
82;2020-S21;2;67;79;23831
82;2020-S21;4;102;89;13997
82;2020-S21;2;62;90;4303
82;2020-S21;12;890;0;262618
82;2020-S22;0;44;09;30151
82;2020-S22;0;68;19;33408
82;2020-S22;0;89;29;22971
82;2020-S22;1;119;39;30052
82;2020-S22;1;118;49;35032
82;2020-S22;2;141;59;35322
82;2020-S22;0;76;69;33551
82;2020-S22;0;58;79;23831
82;2020-S22;0;104;89;13997
82;2020-S22;1;69;90;4303
82;2020-S22;5;886;0;262618
82;2020-S23;0;35;09;30151
82;2020-S23;0;45;19;33408
82;2020-S23;0;58;29;22971
82;2020-S23;0;53;39;30052
82;2020-S23;0;59;49;35032
82;2020-S23;1;58;59;35322
82;2020-S23;0;48;69;33551
82;2020-S23;0;53;79;23831
82;2020-S23;0;68;89;13997
82;2020-S23;0;47;90;4303
82;2020-S23;1;524;0;262618
82;2020-S24;0;25;09;30151
82;2020-S24;0;37;19;33408
82;2020-S24;0;64;29;22971
82;2020-S24;0;70;39;30052
82;2020-S24;0;55;49;35032
82;2020-S24;0;54;59;35322
82;2020-S24;0;63;69;33551
82;2020-S24;0;48;79;23831
82;2020-S24;0;52;89;13997
82;2020-S24;0;34;90;4303
82;2020-S24;0;503;0;262618
82;2020-S25;0;18;09;30151
82;2020-S25;0;54;19;33408
82;2020-S25;0;58;29;22971
82;2020-S25;0;58;39;30052
82;2020-S25;0;41;49;35032
82;2020-S25;0;63;59;35322
82;2020-S25;0;49;69;33551
82;2020-S25;0;51;79;23831
82;2020-S25;0;64;89;13997
82;2020-S25;0;40;90;4303
82;2020-S25;0;496;0;262618
82;2020-S26;0;42;09;30151
82;2020-S26;0;53;19;33408
82;2020-S26;1;70;29;22971
82;2020-S26;2;53;39;30052
82;2020-S26;0;63;49;35032
82;2020-S26;0;81;59;35322
82;2020-S26;1;57;69;33551
82;2020-S26;0;49;79;23831
82;2020-S26;0;62;89;13997
82;2020-S26;0;39;90;4303
82;2020-S26;4;569;0;262618
82;2020-S27;0;57;09;30151
82;2020-S27;0;93;19;33408
82;2020-S27;0;102;29;22971
82;2020-S27;0;113;39;30052
82;2020-S27;1;96;49;35032
82;2020-S27;0;91;59;35322
82;2020-S27;1;77;69;33551
82;2020-S27;0;66;79;23831
82;2020-S27;0;76;89;13997
82;2020-S27;0;51;90;4303
82;2020-S27;2;823;0;262618
82;2020-S28;0;72;09;30151
82;2020-S28;0;89;19;33408
82;2020-S28;0;85;29;22971
82;2020-S28;0;121;39;30052
82;2020-S28;0;77;49;35032
82;2020-S28;0;101;59;35322
82;2020-S28;0;69;69;33551
82;2020-S28;0;64;79;23831
82;2020-S28;0;56;89;13997
82;2020-S28;0;40;90;4303
82;2020-S28;0;774;0;262618
82;2020-S29;0;87;09;30151
82;2020-S29;1;110;19;33408
82;2020-S29;0;135;29;22971
82;2020-S29;0;141;39;30052
82;2020-S29;2;122;49;35032
82;2020-S29;3;120;59;35322
82;2020-S29;0;125;69;33551
82;2020-S29;2;94;79;23831
82;2020-S29;0;77;89;13997
82;2020-S29;0;47;90;4303
82;2020-S29;8;1060;0;262618
82;2020-S30;3;118;09;30151
82;2020-S30;3;159;19;33408
82;2020-S30;1;167;29;22971
82;2020-S30;4;202;39;30052
82;2020-S30;7;213;49;35032
82;2020-S30;3;147;59;35322
82;2020-S30;0;122;69;33551
82;2020-S30;0;111;79;23831
82;2020-S30;0;92;89;13997
82;2020-S30;0;61;90;4303
82;2020-S30;21;1400;0;262618
82;2020-S31;2;197;09;30151
82;2020-S31;4;210;19;33408
82;2020-S31;4;255;29;22971
82;2020-S31;4;295;39;30052
82;2020-S31;3;307;49;35032
82;2020-S31;1;234;59;35322
82;2020-S31;0;183;69;33551
82;2020-S31;0;129;79;23831
82;2020-S31;0;77;89;13997
82;2020-S31;0;62;90;4303
82;2020-S31;18;1950;0;262618
82;2020-S32;0;125;09;30151
82;2020-S32;2;237;19;33408
82;2020-S32;2;333;29;22971
82;2020-S32;4;349;39;30052
82;2020-S32;5;318;49;35032
82;2020-S32;1;254;59;35322
82;2020-S32;1;219;69;33551
82;2020-S32;0;174;79;23831
82;2020-S32;0;125;89;13997
82;2020-S32;0;64;90;4303
82;2020-S32;15;2202;0;262618
82;2020-S33;1;110;09;30151
82;2020-S33;4;261;19;33408
82;2020-S33;11;467;29;22971
82;2020-S33;0;400;39;30052
82;2020-S33;6;391;49;35032
82;2020-S33;3;338;59;35322
82;2020-S33;1;222;69;33551
82;2020-S33;0;119;79;23831
82;2020-S33;0;117;89;13997
82;2020-S33;0;51;90;4303
82;2020-S33;26;2481;0;262618
82;2020-S34;1;133;09;30151
82;2020-S34;7;372;19;33408
82;2020-S34;23;569;29;22971
82;2020-S34;13;496;39;30052
82;2020-S34;9;518;49;35032
82;2020-S34;10;479;59;35322
82;2020-S34;7;273;69;33551
82;2020-S34;0;183;79;23831
82;2020-S34;5;155;89;13997
82;2020-S34;1;78;90;4303
82;2020-S34;76;3258;0;262618
82;2020-S35;5;159;09;30151
82;2020-S35;12;569;19;33408
82;2020-S35;33;834;29;22971
82;2020-S35;21;698;39;30052
82;2020-S35;23;803;49;35032
82;2020-S35;13;771;59;35322
82;2020-S35;6;410;69;33551
82;2020-S35;3;359;79;23831
82;2020-S35;1;220;89;13997
82;2020-S35;0;131;90;4303
82;2020-S35;117;4956;0;262618
82;2020-S36;11;254;09;30151
82;2020-S36;15;434;19;33408
82;2020-S36;39;825;29;22971
82;2020-S36;29;781;39;30052
82;2020-S36;31;763;49;35032
82;2020-S36;29;707;59;35322
82;2020-S36;11;445;69;33551
82;2020-S36;12;275;79;23831
82;2020-S36;4;223;89;13997
82;2020-S36;2;116;90;4303
82;2020-S36;183;4825;0;262618
82;2020-S37;9;590;09;30151
82;2020-S37;29;578;19;33408
82;2020-S37;43;649;29;22971
82;2020-S37;24;667;39;30052
82;2020-S37;32;664;49;35032
82;2020-S37;33;523;59;35322
82;2020-S37;15;332;69;33551
82;2020-S37;17;234;79;23831
82;2020-S37;9;183;89;13997
82;2020-S37;5;90;90;4303
82;2020-S37;216;4513;0;262618
82;2020-S38;13;522;09;30151
82;2020-S38;60;940;19;33408
82;2020-S38;50;665;29;22971
82;2020-S38;35;815;39;30052
82;2020-S38;39;810;49;35032
82;2020-S38;29;614;59;35322
82;2020-S38;24;345;69;33551
82;2020-S38;7;250;79;23831
82;2020-S38;3;230;89;13997
82;2020-S38;2;143;90;4303
82;2020-S38;263;5339;0;262618
82;2020-S39;6;174;09;30151
82;2020-S39;69;863;19;33408
82;2020-S39;48;613;29;22971
82;2020-S39;33;590;39;30052
82;2020-S39;42;659;49;35032
82;2020-S39;28;558;59;35322
82;2020-S39;16;341;69;33551
82;2020-S39;16;246;79;23831
82;2020-S39;7;183;89;13997
82;2020-S39;2;137;90;4303
82;2020-S39;267;4367;0;262618
82;2020-S40;2;125;09;30151
82;2020-S40;33;687;19;33408
82;2020-S40;43;627;29;22971
82;2020-S40;33;518;39;30052
82;2020-S40;37;549;49;35032
82;2020-S40;51;523;59;35322
82;2020-S40;28;377;69;33551
82;2020-S40;8;250;79;23831
82;2020-S40;2;232;89;13997
82;2020-S40;5;121;90;4303
82;2020-S40;242;4010;0;262618
82;2020-S41;16;164;09;30151
82;2020-S41;88;730;19;33408
82;2020-S41;74;776;29;22971
82;2020-S41;90;751;39;30052
82;2020-S41;114;735;49;35032
82;2020-S41;116;743;59;35322
82;2020-S41;61;412;69;33551
82;2020-S41;38;303;79;23831
82;2020-S41;8;202;89;13997
82;2020-S41;5;119;90;4303
82;2020-S41;610;4939;0;262618
82;2020-S42;18;174;09;30151
82;2020-S42;78;1054;19;33408
82;2020-S42;99;812;29;22971
82;2020-S42;107;875;39;30052
82;2020-S42;129;1007;49;35032
82;2020-S42;112;813;59;35322
82;2020-S42;94;559;69;33551
82;2020-S42;52;327;79;23831
82;2020-S42;31;228;89;13997
82;2020-S42;11;92;90;4303
82;2020-S42;735;5946;0;262618
82;2020-S43;17;204;09;30151
82;2020-S43;116;867;19;33408
82;2020-S43;146;1021;29;22971
82;2020-S43;148;1030;39;30052
82;2020-S43;165;1224;49;35032
82;2020-S43;161;933;59;35322
82;2020-S43;109;650;69;33551
82;2020-S43;65;478;79;23831
82;2020-S43;62;381;89;13997
82;2020-S43;31;254;90;4303
82;2020-S43;1024;7050;0;262618
82;2020-S44;29;229;09;30151
82;2020-S44;112;759;19;33408
82;2020-S44;145;1062;29;22971
82;2020-S44;138;1116;39;30052
82;2020-S44;157;1186;49;35032
82;2020-S44;176;1183;59;35322
82;2020-S44;128;789;69;33551
82;2020-S44;77;506;79;23831
82;2020-S44;66;476;89;13997
82;2020-S44;36;361;90;4303
82;2020-S44;1067;7675;0;262618
82;2020-S45;24;210;09;30151
82;2020-S45;109;749;19;33408
82;2020-S45;114;929;29;22971
82;2020-S45;110;1002;39;30052
82;2020-S45;119;1083;49;35032
82;2020-S45;120;1014;59;35322
82;2020-S45;96;667;69;33551
82;2020-S45;70;487;79;23831
82;2020-S45;58;505;89;13997
82;2020-S45;45;383;90;4303
82;2020-S45;869;7039;0;262618
82;2020-S46;17;184;09;30151
82;2020-S46;79;716;19;33408
82;2020-S46;63;655;29;22971
82;2020-S46;76;762;39;30052
82;2020-S46;80;933;49;35032
82;2020-S46;70;808;59;35322
82;2020-S46;61;531;69;33551
82;2020-S46;43;397;79;23831
82;2020-S46;43;453;89;13997
82;2020-S46;45;362;90;4303
82;2020-S46;577;5810;0;262618
82;2020-S47;13;163;09;30151
82;2020-S47;39;644;19;33408
82;2020-S47;46;565;29;22971
82;2020-S47;64;646;39;30052
82;2020-S47;58;817;49;35032
82;2020-S47;43;800;59;35322
82;2020-S47;46;575;69;33551
82;2020-S47;35;408;79;23831
82;2020-S47;34;357;89;13997
82;2020-S47;33;306;90;4303
82;2020-S47;412;5291;0;262618
82;2020-S48;5;127;09;30151
82;2020-S48;22;465;19;33408
82;2020-S48;20;513;29;22971
82;2020-S48;39;637;39;30052
82;2020-S48;33;702;49;35032
82;2020-S48;32;666;59;35322
82;2020-S48;13;497;69;33551
82;2020-S48;17;377;79;23831
82;2020-S48;17;381;89;13997
82;2020-S48;13;324;90;4303
82;2020-S48;212;4693;0;262618
82;2020-S49;1;109;09;30151
82;2020-S49;15;389;19;33408
82;2020-S49;9;456;29;22971
82;2020-S49;22;525;39;30052
82;2020-S49;24;611;49;35032
82;2020-S49;28;596;59;35322
82;2020-S49;24;460;69;33551
82;2020-S49;18;354;79;23831
82;2020-S49;9;325;89;13997
82;2020-S49;10;209;90;4303
82;2020-S49;160;4040;0;262618
82;2020-S50;4;111;09;30151
82;2020-S50;12;411;19;33408
82;2020-S50;15;457;29;22971
82;2020-S50;8;550;39;30052
82;2020-S50;30;599;49;35032
82;2020-S50;20;639;59;35322
82;2020-S50;15;460;69;33551
82;2020-S50;14;359;79;23831
82;2020-S50;18;287;89;13997
82;2020-S50;7;156;90;4303
82;2020-S50;144;4036;0;262618
82;2020-S51;5;170;09;30151
82;2020-S51;29;655;19;33408
82;2020-S51;18;704;29;22971
82;2020-S51;27;919;39;30052
82;2020-S51;26;1052;49;35032
82;2020-S51;47;972;59;35322
82;2020-S51;19;723;69;33551
82;2020-S51;15;491;79;23831
82;2020-S51;11;323;89;13997
82;2020-S51;1;207;90;4303
82;2020-S51;198;6220;0;262618
82;2020-S52;5;224;09;30151
82;2020-S52;15;921;19;33408
82;2020-S52;20;1019;29;22971
82;2020-S52;16;1195;39;30052
82;2020-S52;32;1316;49;35032
82;2020-S52;23;1177;59;35322
82;2020-S52;14;923;69;33551
82;2020-S52;15;658;79;23831
82;2020-S52;12;425;89;13997
82;2020-S52;2;198;90;4303
82;2020-S52;154;8057;0;262618
82;2020-S53;9;94;09;30151
82;2020-S53;27;468;19;33408
82;2020-S53;37;799;29;22971
82;2020-S53;24;694;39;30052
82;2020-S53;26;721;49;35032
82;2020-S53;26;757;59;35322
82;2020-S53;16;609;69;33551
82;2020-S53;8;438;79;23831
82;2020-S53;15;348;89;13997
82;2020-S53;1;202;90;4303
82;2020-S53;189;5131;0;262618
82;2021-S01;9;113;09;30151
82;2021-S01;42;578;19;33408
82;2021-S01;77;904;29;22971
82;2021-S01;58;877;39;30052
82;2021-S01;36;941;49;35032
82;2021-S01;46;981;59;35322
82;2021-S01;23;745;69;33551
82;2021-S01;18;527;79;23831
82;2021-S01;10;366;89;13997
82;2021-S01;9;191;90;4303
82;2021-S01;329;6227;0;262618
82;2021-S02;11;175;09;30151
82;2021-S02;36;624;19;33408
82;2021-S02;34;695;29;22971
82;2021-S02;55;909;39;30052
82;2021-S02;46;974;49;35032
82;2021-S02;44;986;59;35322
82;2021-S02;33;684;69;33551
82;2021-S02;24;528;79;23831
82;2021-S02;20;364;89;13997
82;2021-S02;7;186;90;4303
82;2021-S02;310;6126;0;262618
82;2021-S03;24;246;09;30151
82;2021-S03;40;734;19;33408
82;2021-S03;53;777;29;22971
82;2021-S03;68;999;39;30052
82;2021-S03;67;980;49;35032
82;2021-S03;40;907;59;35322
82;2021-S03;59;718;69;33551
82;2021-S03;28;495;79;23831
82;2021-S03;28;359;89;13997
82;2021-S03;20;196;90;4303
82;2021-S03;427;6416;0;262618
83;2020-S21;1;110;09;108243
83;2020-S21;0;164;19;115973
83;2020-S21;1;284;29;95085
83;2020-S21;1;389;39;120276
